Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinders,Upholstery,Engine
Suzuki,Celerio,1.0L,USD,"u$s5,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/celerio/pe/RT_PU_a9c4f3ec0e2142bf8f6fe8fbfb00a2a8.webp,2011,100575 km,gasolina,manual 5 velocidades,Lima |Lima,Rojo,3 en línea,tela,996 cc
Honda,CR-V,2.4L LX,USD,"u$s12,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/honda/cr-v/pe/RT_PU_9c403db572444289807a23aa2b2f9030.webp,2012,95000 km,gasolina,automática,Chiclayo |Lambayeque,Negro,4 en línea,cuero,2354 cc
Hyundai,Tucson,1.6L Sport,USD,"u$s21,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/tucson/pe/RT_PU_7a084358eee640b9b8fedf7d82d02db2.webp,2020,65000 km,gasolina,manual 6 velocidades,Lima |Lima,Blanco,4 en línea,cuero,1598 cc
JAC,S3,1.5 Luxury,USD,"u$s9,480",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/s3/pe/RT_PU_31bce612247d4f199718d83fa5f267da.webp,2017,73000 km,gasolina,manual 6 velocidades,Trujillo |La Libertad,Plata,4 en línea,símil cuero,1499 cc
Honda,HR-V,1.8L Sport,USD,"u$s21,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/honda/hr-v/pe/RT_PU_89b4a92a4bd644b89ca836d085de1e5b.webp,2022,40000 km,gasolina,automática CVT,Lima |Lima,Gris Acero,4 en línea,cuero,1799 cc
Toyota,Hilux,2.8L Tdi 4x4 CD SRV,USD,"u$s32,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/hilux/pe/RT_PU_97e77b1809cf4fad95d112a1bb5fae9a.webp,2018,159000 km,gasolina,manual 6 velocidades,Mariscal Nieto |Moquegua,Gris Oscuro,4 en línea,tela,2755 cc
Toyota,Urban Cruiser,1.3L Urban,USD,"u$s13,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/urban-cruiser/pe/RT_PU_833da31b07434ba6ac0dceaf9d7f6d4c.webp,2015,49900 km,gasolina,manual 6 velocidades,Chincha |Ica,Beige,4 en línea,tela,1329 cc
Toyota,Fortuner,2.8L Adventure 4x4 MT,USD,"u$s54,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/fortuner/pe/RT_PU_2705213a7929443589384c58af6733c8.webp,2023,6111 km,diesel,manual 6 velocidades,Lima |Lima,Gris,4 en línea,tela,2755 cc
KIA,Sportage,2.0L Dluxe,USD,"u$s12,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_6f34d45dc95a4a6eb00116ae4d727bee.webp,2012,85000 km,gasolina,manual 5 velocidades,Lima |Lima,Gris,4 en línea,tela,2000 cc
BMW,Serie 5,520i,USD,"u$s18,490",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/bmw/serie-5/pe/RT_PU_e834cc61591e4b8ba1ef0f0b87bf88c8.webp,2015,67000 km,gasolina,automática 8 velocidades,Lima |Lima,Plata,4 en línea,tela,1998 cc
Geely,GX3,1.5L Comfort,USD,"u$s12,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/geely/gx3/pe/RT_PU_9741d54c7fd84cdfa6fbcb2dd93a4037.webp,2022,16115 km,gasolina,manual 5 velocidades,Lima |Lima,Rojo,4 en línea,símil cuero,1498 cc
BMW,Serie 1 Coupé,135i 3.0L,USD,"u$s13,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/bmw/serie-1-coupe/pe/RT_PU_ff770e4b329b486cb34891d1ef739bfc.webp,2010,103892 km,gasolina,manual 6 velocidades,Lima |Lima,Negro,6 en línea,tela,2979 cc
Volkswagen,T-Cross,Trendline 200 TSi Tiptronic,USD,"u$s22,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/t-cross/pe/RT_PU_e777a9fa36d949e2a14b2c15c1548495.webp,2023,8900 km,gasolina,Tiptronic de 6 velocidades,Lima |Lima,Gris Platino,3 en línea,tela,999 cc
Suzuki,Baleno,1.3L GA,USD,"u$s9,590",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/baleno/pe/RT_PU_1e50354332334b4db36fe1a36bba1052.webp,2017,55000 km,gasolina,manual 5 velocidades,Callao |Callao,Gris Oscuro,4 en línea,tela,1373 cc
Dodge,Durango,3.6L SXT,USD,"u$s20,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/dodge/durango/pe/RT_PU_a58ced1df4964ef0b1b5c533663dc619.webp,2016,130000 km,gasolina,automática 8 velocidades,Lima |Lima,Negro,6 en V,tela,3598 cc
Mercedes Benz,Clase CLA,45 AMG,USD,"u$s24,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mercedes-benz/clase-cla/pe/RT_PU_4ffc87c5c74f4553848e9a2f396ba37d.webp,2015,43500 km,gasolina,automática 7 velocidades,Lima |Lima,Blanco,4 en línea,tela y cuero,1991 cc
Chery,Tiggo,1.6L 4x2,USD,"u$s7,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chery/tiggo/pe/RT_PU_7dcb015cf0b344b79568936bc7b14d87.webp,2012,113000 km,gasolina,manual 5 velocidades,Lima |Lima,Rojo,4 en línea,tela,1597 cc
Chevrolet,Tahoe,5.3L LT Aut,USD,"u$s46,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/tahoe/pe/RT_PU_27f5f7b844604533a9374245f43a5d1f.webp,2018,45000 km,gasolina,automática 4 velocidades,Lima |Lima,Gris,8 en V,cuero,5300 cc
Suzuki,Swift,1.2L GA 2018/19,USD,"u$s10,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/swift/pe/RT_PU_490f025e9c6a47b687dc971f1fb1a4c6.webp,2018,39500 km,gasolina,manual 5 velocidades,Lima |Lima,Blanco,4 en línea,tela,1197 cc
Toyota,Land Cruiser Prado,TX-L 2.7L,USD,"u$s25,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/land-cruiser-prado/pe/RT_PU_242fc68ca1e34f47b138b8c2b5b608a4.webp,2012,133000 km,gasolina,manual 5 velocidades,Lima |Lima,Azul,4 en línea,tela,2694 cc
KIA,Sportage,2.0L Dluxe Aut,USD,"u$s14,400",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_3d53be916bbd46bd929a4ce33809043f.webp,2014,106000 km,gasolina,automática secuencial 4 velocidades,Arequipa |Arequipa,Gris,4 en línea,tela,2000 cc
Nissan,Frontier,Pro4X 4X4,USD,"u$s37,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/frontier/pe/RT_PU_41d82d235c7d45b1830c2a39f817d45b.webp,2023,22000 km,diesel,automática 7 velocidades,Lima |Lima,Gris,4 en línea,cuero,2488 cc
KIA,Rio,1.4 LX,USD,"u$s6,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio/pe/RT_PU_a724dd401aab41e3a87e3644bea3f454.webp,2011,175000 km,gasolina,manual 6 velocidades,Lima |Lima,Negro,4 en línea,tela,1399 cc
Toyota,Corolla,1.8 Full,USD,"u$s11,999",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/corolla/pe/RT_PU_0de0cd9838594ba79f8599998fd46cd7.webp,2015,142000 km,gasolina,manual 6 velocidades,Lima |Lima,Plata,4 en línea,tela,1798 cc
Mahindra,Pik Up,DC E3 CRDi 4x4,USD,"u$s10,100",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mahindra/pik-up/pe/RT_PU_0c2417d9c5084e39bc03e821388450f2.webp,2016,104000 km,diesel,manual 5 velocidades,Jauja |Junin,Blanco,4 en línea,tela,2200 cc
BMW,Serie 3,318i,USD,"u$s5,090",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/bmw/serie-3/pe/RT_PU_3b757ea32f0c42af9ede0c2d08523dc1.webp,1996,267902 km,gasolina,manual 5 velocidades,Lima |Lima,Verde,4 en línea,cuero,1900 cc
Volkswagen,Gol,1.6L Comfort,USD,"u$s8,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol/pe/RT_PU_20d2e828127f4158815f500dd97fb454.webp,2016,170000 km,gasolina,manual 5 velocidades,Chachapoyas |Amazonas,Gris,4 en línea,tela,1596 cc
Subaru,Impreza Sport,2.0i AWD Limited Aut,USD,"u$s19,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/impreza-sport/pe/RT_PU_7ba0d7ceb5ef480796febac733eb1fea.webp,2020,70000 km,gasolina,Lineartronic CVT con modo manual 6 velocidades,Lima |Lima,Gris,4 Bóxer,tela,1995 cc
Hyundai,Santa Fe,GL 2.4L 4x2 Aut,PEN,"$15,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/santa-fe/pe/RT_PU_3f969d500e834acca06f3dbe8df24aee.webp,2013,190000 km,gasolina,automática secuencial 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,2349 cc
KIA,Sportage,2.0L LX One,USD,"u$s23,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_16fae34735f24fc9b3ffcfe1965e567d.webp,2019,35200 km,gasolina,manual 6 velocidades,Lima |Lima,Plata Brillante,4 en línea,tela,1999 cc
Suzuki,APV,Minivan,USD,"u$s11,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/apv/pe/RT_PU_e8ec2877c8c34d8a92ae5bf7161360e0.webp,2012,166882 km,gasolina,manual 5 velocidades,Callao |Callao,Gris,4 en línea,tela,1590 cc
Toyota,Land Cruiser Prado,TX-L 2.7L Aut,USD,"u$s23,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/land-cruiser-prado/pe/RT_PU_d420527b6d424165864e23b06e4c6140.webp,2011,190000 km,gasolina,automática 4 velocidades,Lima |Lima,Negro,4 en línea,tela,2694 cc
Toyota,Yaris Sedán,1.3L GLP,USD,"u$s14,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/yaris-sedan/pe/RT_PU_ab0d098ecab040cf807fc742e07ea436.webp,2022,50000 km,gasolina,manual 5 velocidades,Arequipa |Arequipa,Gris Oscuro,4 en línea,tela,1329 cc
Toyota,Corolla,1.8L XEi,USD,"u$s17,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/corolla/pe/RT_PU_8976a86f5036460d8382a9b44557cbca.webp,2019,34000 km,gasolina,manual 6 velocidades,Lima |Lima,Blanco Perla,4 en línea,tela,1798 cc
Toyota,Rush,1.5L Full D-Lux Aut,USD,"u$s23,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rush/pe/RT_PU_5c1bb9b3ece34930afa222282d0e0fe1.webp,2021,25000 km,gasolina,automática 4 velocidades,Lima |Lima,Blanco,4 en línea,tela,1496 cc
Fiat,Fiorino,1.3L,PEN,"$12,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/fiat/fiorino/pe/RT_PU_681e6e74e5664d8daea012f851512cf5.webp,2014,164000 km,gasolina,manual 5 velocidades,Lima |Lima,Blanco,4 en línea,tela,1242 cc
Mitsubishi,Xpander,1.5L GLX,USD,"u$s17,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/xpander/pe/RT_PU_d52ea0eed641411f9c55677c39fd4cf9.webp,2019,27900 km,gasolina,manual 5 velocidades,Lima |Lima,Gris Plata,4 en línea,tela,1499 cc
Nissan,Versa,1.6L Sense,USD,"u$s8,200",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/versa/pe/RT_PU_bf28823bd8614d72bbba6d57c96df9c5.webp,2012,91000 km,gasolina,manual 5 velocidades,Lima |Lima,Negro,4 en línea,tela,1598 cc
Nissan,AD,Wagon Automatico,USD,"u$s4,700",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/ad/pe/RT_PU_91d96859868d40638822819e3af754f6.webp,2003,250000 km,gasolina,automática 4 velocidades,Lima |Lima,Blanco,4 en línea,gamuza,1600 cc
Hyundai,Grand i10 Sedan,GL,USD,"u$s8,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/grand-i10-sedan/pe/RT_PU_25a39eff97234ff9927ec35c7842c696.webp,2018,149997 km,gasolina,manual 5 velocidades,Callao |Callao,Blanco,4 en línea,tela,1248 cc
Mercedes Benz,Clase GLA,200 Urban Aut,USD,"u$s33,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mercedes-benz/clase-gla/pe/RT_PU_e481426674dc43da82abe0b78bcc766c.webp,2019,47000 km,gasolina,automática 7 velocidades,Lima |Lima,Plata,4 en línea,símil cuero,1595 cc
Nissan,Fiera,4x2 D-C 2.7 diesel,USD,"u$s5,700",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/fiera/pe/RT_PU_8622f101b93545dca4c27c58ff51924e.webp,1993,289398 km,gasolina,manual 5 velocidades,Lima |Lima,Plata,4 en línea,tela,2700 cc
Mini,Cooper Countryman,1.5L S AT,USD,"u$s27,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mini/cooper-countryman/pe/RT_PU_e61c84d4d5444d2e8e9166538a88d48e.webp,2020,32000 km,gasolina,automática 6 velocidades,Arequipa |Arequipa,Rojo,4 en línea,tela,1998 cc
Toyota,Yaris Sedán,1.3 GLi,PEN,"$12,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/yaris-sedan/pe/RT_PU_92478630bd934e3ba04bc216c530eb4d.webp,2014,121535 km,gasolina,manual 5 velocidades,Lima |Lima,Beige Metálico,4 en línea,tela,1299 cc
Toyota,Corolla,1.8L Semifull Aut,PEN,"$14,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/corolla/pe/RT_PU_635362b616be40e48713411d202465d9.webp,2017,159000 km,gasolina,automática 6 velocidades,Lima |Lima,Negro,4 en línea,tela,1798 cc
Toyota,Rav4,2.0L Full 4x2,USD,"u$s22,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_508b0993f14f4dcdaa9200a8cdc1098e.webp,2018,31000 km,gasolina,manual 6 velocidades,Lima |Lima,Plata Metálico,4 en línea,tela,1987 cc
Ford,Explorer,3.5L XLT,USD,"u$s35,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/explorer/pe/RT_PU_42e3b365a5714208a8f637a137f3ca20.webp,2018,20000 km,gasolina,automática 6 velocidades,Lima |Lima,Negro,6 en V,cuero,3500 cc
Hyundai,Elantra,1.6 GLS 4P,USD,"u$s10,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/elantra/pe/RT_PU_a5ace8b316bd4fb5867436f5172bf43a.webp,2014,200000 km,gasolina,manual 5 velocidades,Lima |Lima,Negro,4 en línea,gamuza,1600 cc
Honda,WR-V,1.5L LX,USD,"u$s18,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/honda/wr-v/pe/RT_PU_0dbe904818fb475f8adc347db1cff48f.webp,2023,12500 km,gasolina,manual 5 velocidades ó automática 4 velocidades,Lima |Lima,Azul,4 en línea,tela,1498 cc
Honda,CIty,ELX CVT,USD,"u$s19,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/honda/city/pe/RT_PU_8791042de5dd4af39af787604823bf5f.webp,2022,8000 km,gasolina,automática CVT con modo manual (6 vel),Piura |Piura,Gris,4 en línea,cuero,1500 cc
Renault,Stepway,1.6L Intens,USD,"u$s15,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/stepway/pe/RT_PU_d112d53d36984ee9b0ce938022105084.webp,2022,10000 km,gasolina,manual 5 velocidades,Lima |Lima,Rojo,4 en línea,tela,1598 cc
Toyota,Rav4,2.0L Sport 4x2 Aut,USD,"u$s21,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_5a927fbec67245beb4d42bb76761ee86.webp,2018,45000 km,gasolina,automática CVT,Lima |Lima,Plata Metálico,4 en línea,tela,1987 cc
KIA,Picanto Cross,1.2L EX Aut,USD,"u$s11,300",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/picanto-cross/pe/RT_PU_98db0ace9cc743d48982c9e17c676f9b.webp,2020,32000 km,gasolina,manual 5 velocidades,Lima |Lima,Plata,4 en línea,tela,1250 cc
KIA,Cerato,1.6L EX Plus,USD,"u$s14,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/cerato/pe/RT_PU_e0468f1826be4cd5bca21ed80122f5e3.webp,2018,88000 km,gasolina,manual 6 velocidades,Callao |Callao,Gris Metálico,4 en línea,símil cuero,1591 cc
Hyundai,Tucson,2.0L GL 4x2,USD,"u$s27,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/tucson/pe/RT_PU_4faddc0725554c6baf2aee681769e180.webp,2022,14000 km,gasolina,manual 6 velocidades,Lima |Lima,Negro,4 en línea,tela,1998 cc
KIA,Seltos,LX One Aut,USD,"u$s17,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/seltos/pe/RT_PU_f9d75d282c284791ac0d2ff7760fab85.webp,2022,15000 km,gasolina,automática CVT - 6 velocidades,Lima |Lima,Gris Oscuro,4 en línea,tela,1591 cc
Suzuki,Grand Nomade,2.0 4X4 5P,USD,"u$s9,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-nomade/pe/RT_PU_2489fbcf237e41cfabd5a85292e25c46.webp,2005,88000 km,gasolina,manual 5 velocidades,Arequipa |Arequipa,Azul,4 en línea,,1995 cc
Volkswagen,Crossfox,1.6L Highline,PEN,"$11,300",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/crossfox/pe/RT_PU_d947212addbe4e6a9f60c74aa4beb91d.webp,2020,20300 km,gasolina,manual 5 velocidades,Lima |Lima,Gris Platino,4 en línea,tela,1598 cc
Volvo,244,DL,USD,"u$s5,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volvo/244/pe/RT_PU_935347564f404625a04e30f1a1e5214c.webp,1979,80000 km,gasolina,,Lima |Lima,Azul,,,
Subaru,XV,1.6i AWD Aut,USD,"u$s18,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/xv/pe/RT_PU_2c5652472cce434192713eac0a731f87.webp,2019,42000 km,gasolina,automática CVT,Lima |Lima,Gris,4 Bóxer,tela,1599 cc
JAC,Refine,2.4L Tdi 12P,USD,"u$s12,700",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/refine/pe/RT_PU_f039b5ba00f44184a3f877744f000b82.webp,2016,98000 km,diesel,manual 5 velocidades,Chincha |Ica,Gris,4 en línea,tela,2771 cc
Subaru,Impreza Sedán,2.0i AWD Aut,USD,"u$s3,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/impreza-sedan/pe/RT_PU_7ba4ca88e04c4476a6c7e303119a116b.webp,1998,170000 km,gasolina,Lineartronic CVT con modo manual 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,1995 cc
Chevrolet,Cruze Sedán,1.8 LS,USD,"u$s8,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/cruze-sedan/pe/RT_PU_661db9ba0f374846995f148144079f5f.webp,2012,65000 km,gasolina,manual 5 velocidades,Lima |Lima,Negro,4 en línea,tela,1799 cc
Suzuki,S-Cross,1.6L GL Aut,USD,"u$s11,700",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/s-cross/pe/RT_PU_ed2ab47538b5417eb85714340b73b4ea.webp,2015,68000 km,gasolina,automática 6 velocidades,Lima |Lima,Plata,4 en línea,tela,1586 cc
Great Wall,H3,2.0L City 4x2,USD,"u$s10,300",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/great-wall/h3/pe/RT_PU_afc21aeda4ab471bbf270bde48e614f6.webp,2018,48600 km,gasolina,manual 5 velocidades,Callao |Callao,Negro,4 en línea,tela,2000 cc
Renault,Duster Oroch,2.0L Intens,USD,"u$s11,300",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster-oroch/pe/RT_PU_1947b69c819b4e2dbdb44b02733dacea.webp,2016,85000 km,gasolina,manual 6 velocidades,Arequipa |Arequipa,Gris,4 en línea,tela,1998 cc
Honda,Civic,1.8L EX,USD,"u$s16,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/honda/civic/pe/RT_PU_7e0207965e3840bcabacf94929b9cbba.webp,2014,42600 km,gasolina,manual 5 velocidades,Lima |Lima,Plata,4 en línea,tela,1799 cc
Ford,Ecosport,1.6 Freestyle,USD,"u$s9,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/ecosport/pe/RT_PU_fdc3edfa211f481f88bc4e50976c8460.webp,2012,117 km,gasolina,manual 5 velocidades,Lima |Lima,Gris,4 en línea,tela,1600 cc
Hyundai,Elantra,1.6L GL Full Aut,USD,"u$s15,400",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/elantra/pe/RT_PU_33f8a6580a8e4e80add0143f7c4c0788.webp,2020,60000 km,gasolina,automática 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,1591 cc
Toyota,Yaris Sedán,1.5 GLi,USD,"u$s9,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/yaris-sedan/pe/RT_PU_914537da99b540acb3dc3999b4383a94.webp,2006,103300 km,gasolina,manual 5 velocidades,Arequipa |Arequipa,Rojo Metalizado,4 en línea,tela,1497 cc
Mitsubishi,ASX,2.0L GLS,USD,"u$s14,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/asx/pe/RT_PU_56843aeea40c4e66a6e40428a2174027.webp,2019,92600 km,gasolina,manual 5 velocidades,Ica |Ica,Plata,4 en línea,tela,1998 cc
Audi,A4,1.8T Tiptronic,USD,"u$s14,200",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/audi/a4/pe/RT_PU_da373d7f519441fa9ecf68a7c83c5c12.webp,2015,67000 km,gasolina,Tiptronic,Lima |Lima,Blanco,4 en línea,gamuza,1800 cc
Jeep,Cherokee,2.5 cc,USD,"u$s18,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/cherokee/pe/RT_PU_a3fdda075d914babb64e87b9b6f59ae8.webp,2015,66000 km,gasolina,manual 5 velocidades,Arequipa |Arequipa,Verde,4 en línea,gamuza,2500 cc
Mercedes Benz,Clase C,180,PEN,"$26,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mercedes-benz/clase-c/pe/RT_PU_b68da802096e4542a6ea21874d88272f.webp,2005,127000 km,gasolina,automática 9 velocidades,Lima |Lima,Azul,4 en línea,símil cuero,1496 cc
Nissan,X-Trail,Sense,USD,"u$s17,200",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_ce8fbea5fc0b43439c9e45c51eadfaee.webp,2014,80000 km,gasolina,automática CVT,Lima |Lima,Rojo,4 en línea,tela,2498 cc
Renault,Master Minibus,2.3L TDi,USD,"u$s29,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/master-minibus/pe/RT_PU_8b128bf93168423b84ab60179cc642fa.webp,2016,234000 km,diesel,manual 6 velocidades,Talara |Piura,Blanco,4 en línea,tela,2299 cc
Mitsubishi,L200,2.4L 4x4 TD GLX,USD,"u$s16,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/l200/pe/RT_PU_ceacc4c5124740c3a98b8c8a70a72fa9.webp,2015,64250 km,gasolina,manual 6 velocidades,Lima |Lima,Negro,4 en línea,tela,2442 cc
Ford,Ranger,3.2L XLS 4x4,USD,"u$s28,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/ranger/pe/RT_PU_ff9c9d1e7f3b4f4c951d99e2f808e45d.webp,2020,18000 km,diesel,manual 6 velocidades,Chiclayo |Lambayeque,Plata,4 en línea,tela,3198 cc
Volkswagen,Gol Sedán,1.6L Confort,USD,"u$s10,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol-sedan/pe/RT_PU_9d53e726ce324c66b8a9486f87d76b5f.webp,2017,58000 km,gasolina,automática 5 velocidades,Lima |Lima,Azul,4 en línea,tela,1598 cc
BMW,Serie 1,116i 1.6L,USD,"u$s12,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/bmw/serie-1/pe/RT_PU_16479e1ccb5843cdae507925e0ee5037.webp,2013,170800 km,gasolina,manual 5 velocidades,Lima |Lima,Negro,4 en línea,tela,1596 cc
KIA,Cerato,1.6 LX,USD,"u$s10,999",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/cerato/pe/RT_PU_e25c6759904b461ab3f2fa282642a43c.webp,2015,161000 km,gasolina,manual 6 velocidades,Lima |Lima,Marrón,4 en línea,tela,1599 cc
Audi,Q5,2.0 T FSI Quattro (225Cv) Tiptronic,USD,"u$s33,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/audi/q5/pe/RT_PU_329059a1f4e44174b25fb700e3e87a0e.webp,2018,49000 km,gasolina,Tiptronic de 8 velocidades,Lima |Lima,Plata,4 en línea,tela,1984 cc
